"rater1goldrigor" "rater1halftime" "rater1realtime" "rater3halftime" "rater3realtime" "rater2halftime" "rater2realtime" "sniff0mm" "sniff2mm" "sniff3mm" "sniff4mm" "sniff5mm" "sniff6mm" "sniff8mm" "sniff10mm" "sniff12mm" "sniff13mm" "sniff14mm" "sniff15mm" "sniff16mm" "sniff18mm" "xnear10mm" "xnear20mm" "xnear30mm" "xnear40mm" "xnear50mm" "xnear60mm" "xnear70mm"
"1" 18.81092261203 20.4827069274725 23.4876728198719 25.5829881879903 25.5304645680158 21.3957081158782 23.5111381408951 3.87773425804977 10.0575240122328 16.2820138731369 18.0364930619376 18.9304951963583 18.9304951963583 19.567471717133 21.8695272132663 24.3280330829232 25.702561364595 27.1553148330287 29.2785699022778 29.5802956226448 31.0330490910784 1.86622945560321 16.6507897535855 25.2220352173439 32.6310779063555 35.6483351100253 37.9950907128796 40.1965709688906
"2" 17.967686059322 18.8283464702554 21.1121800559357 20.3299806429764 34.2671575559929 22.4713740778853 27.3033983025112 4.06792725695406 13.0849648265228 15.7767979965547 17.104608080427 18.4324181642992 19.3618852230098 19.7240152458841 28.4875617994409 34.8489792012652 38.4340664277202 43.588383753297 46.485423936291 49.5876711322471 56.4681415668578 0.446627028211573 19.8447252535088 49.6963101391093 69.5772483949056 96.7732131127616 115.157347274011 133.903611458135
"3" 7.68002324593301 7.72582265610882 8.3506007357962 12.3626114141471 15.4835069671281 8.54724284699525 10.9293581661646 1.47855497257186 5.97395948513882 7.31810036929506 8.1146283006469 8.97587412642108 8.97587412642108 13.1725806647311 11.913070873281 14.0388047900762 15.5322946613609 17.7575945695752 18.9673213653158 20.0476123722117 23.2984419920414 0.199131982837961 8.16441129635639 20.4956593335971 28.7447017226596 39.9608106560078 47.9111550708134 54.6169245928817
"4" 22.5337686144524 24.8616418419366 25.7562346067568 26.9763010132421 32.0906514716809 26.3862879046974 26.7422095582837 5.59558770041439 10.5820134427743 20.5635672411807 24.1315158526425 27.2643487797796 30.4232886479762 35.7926161925418 22.1038767636898 25.7588485120165 27.995343129445 29.6487827298784 33.0165781265509 34.3219251795247 36.5584197969531 6.72688847965836 21.4076916687705 36.2277318768665 52.2399890600118 65.5284220592852 93.0886495044056 106.116013093084
"5" 8.52538108087194 9.86396086524613 9.45752829621718 13.310693436003 17.495191817496 11.8590197716076 10.8358679324691 1.3253262165006 6.47642744463294 7.82826018546356 10.2756959319347 10.956030056405 16.2308283980774 17.4677995334779 13.226755640676 15.435632668177 16.8758204901077 21.6735013938398 22.7337623670403 24.6775741512412 30.0407275740136 2.23538355183102 13.0147034460359 30.0053855415736 39.3445176138479 49.5672004971225 60.0549486236973 65.7096738140999
"6" 83.7060026989461 81.1663775886442 79.7248375637135 89.4701728037436 99.4952682126256 87.7847227332552 86.952452730006 41.3845991273047 67.7365437724756 74.0383121745886 77.4928360853835 81.3754422099082 87.8464524174492 93.5907184016818 86.7414029820076 93.0133051831627 96.3284534894876 100.579409425826 102.50080168745 105.059339569508 110.664229949271 1.12496023608021 23.9925147694982 70.3548140564498 106.492917215487 132.277404042458 142.232804361752 155.802014996949
"7" 30.5563856481492 31.5347885530901 32.0635018936759 45.5741154487363 52.3661614380809 37.8793741631427 40.0231688304307 7.8695060174437 21.1152092151212 24.8217799418663 33.9156786918684 38.5906327616369 51.4690181395469 56.1439722093155 49.3430271221046 50.266887093035 50.9347376744305 51.3465788662911 52.0144294476866 52.0144294476866 52.9048968895473 0.300532761627977 17.7425637790739 65.1599550581548 106.043541482583 142.14086540701 171.526290988412 181.210124418647
"8" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.504020273012607 0.656398495086186 0.92599073413944 265.208434818215 265.208434818215
"9" 17.6606015551269 17.4382727350457 16.0443040311005 21.5492604559784 28.0458213891853 20.4362687321854 19.8579471259809 7.77459292963799 14.6353301991256 16.640356796769 18.0452393787913 24.2239948123457 26.2290214099892 29.598011679499 19.7774732420616 20.5003739881507 20.9095630897106 20.9095630897106 21.7688602029864 21.7688602029864 21.7688602029864 3.45082808982178 19.313725593627 36.8679380505465 51.6396646168587 69.5075887183074 91.6992776595723 102.33819430013
"10" 110.54586836074 110.951723820668 110.116580141305 119.963928885276 127.874843912976 118.270185415655 117.829670991641 14.8164037825026 70.7679575021116 86.4715100313986 104.041134062542 116.512202077684 133.368028266587 140.128713543806 104.999662593551 106.702580302896 108.364709564112 114.656327687859 114.962241048819 115.57406777074 118.255908235157 3.08972494569738 54.1772562260402 98.1268090839798 133.174283137979 157.03552529287 164.989272677834 213.496934614079
